std,lower_quartile,dwelling,district,end_date,area,region,bedrooms,upper_quartile,start_date,bonds_received,average_rent,median_rent,date_type
272.83,825,Apartment,Wellington,2011-02-28,Lambton,Wellington,5+,840,2010-09-01,8,925,837,range
181.95,561,Apartment,Wellington,2011-02-28,Lambton,Wellington,3,725,2010-09-01,9,620,650,range
97.09,390,Apartment,Wellington,2011-02-28,Lambton,Wellington,2,507,2010-09-01,112,453,430,range
68.14,300,Apartment,Wellington,2011-02-28,Lambton,Wellington,1,380,2010-09-01,145,345,350,range
72.06,472,Flat,Wellington,2011-02-28,Lambton,Wellington,3,592,2010-09-01,9,522,500,range
96.05,313,Flat,Wellington,2011-02-28,Lambton,Wellington,2,450,2010-09-01,31,395,395,range
61.33,265,Flat,Wellington,2011-02-28,Lambton,Wellington,1,342,2010-09-01,32,304,292,range
219.84,850,House,Wellington,2011-02-28,Lambton,Wellington,5+,1237,2010-09-01,5,1054,1020,range
128.68,618,House,Wellington,2011-02-28,Lambton,Wellington,4,804,2010-09-01,9,688,700,range
150.52,450,House,Wellington,2011-02-28,Lambton,Wellington,3,600,2010-09-01,10,506,545,range
69.54,450,House,Wellington,2011-02-28,Lambton,Wellington,2,557,2010-09-01,9,496,465,range
30.47,290,House,Wellington,2011-02-28,Lambton,Wellington,1,325,2010-09-01,7,309,325,range
29.68,160,Room,Wellington,2011-02-28,Lambton,Wellington,1,185,2010-09-01,34,181,180,range
60.97,300,Apartment,Wellington,2011-02-28,Island Bay/Melrose,Wellington,2,400,2010-09-01,10,343,320,range
114.75,310,Flat,Wellington,2011-02-28,Island Bay/Melrose,Wellington,3,500,2010-09-01,14,404,390,range
55.29,290,Flat,Wellington,2011-02-28,Island Bay/Melrose,Wellington,2,350,2010-09-01,41,324,320,range
73.87,210,Flat,Wellington,2011-02-28,Island Bay/Melrose,Wellington,1,267,2010-09-01,24,257,242,range
120.03,530,House,Wellington,2011-02-28,Island Bay/Melrose,Wellington,4,650,2010-09-01,18,616,595,range
108.21,420,House,Wellington,2011-02-28,Island Bay/Melrose,Wellington,3,550,2010-09-01,58,500,487,range
77.56,320,House,Wellington,2011-02-28,Island Bay/Melrose,Wellington,2,420,2010-09-01,29,374,380,range
183,750,Apartment,Wellington,2011-02-28,Mt Cook,Wellington,5+,867,2010-09-01,15,772,860,range
43.87,662,Apartment,Wellington,2011-02-28,Mt Cook,Wellington,4,700,2010-09-01,28,676,675,range
118.15,487,Apartment,Wellington,2011-02-28,Mt Cook,Wellington,3,550,2010-09-01,24,488,520,range
55.58,402,Apartment,Wellington,2011-02-28,Mt Cook,Wellington,2,457,2010-09-01,47,435,440,range
77.63,230,Apartment,Wellington,2011-02-28,Mt Cook,Wellington,1,370,2010-09-01,53,305,300,range
21.6,240,Boarding House,Wellington,2011-02-28,Mt Cook,Wellington,1,270,2010-09-01,6,253,255,range
110.28,670,Flat,Wellington,2011-02-28,Mt Cook,Wellington,5+,843,2010-09-01,11,774,780,range
51.59,635,Flat,Wellington,2011-02-28,Mt Cook,Wellington,4,700,2010-09-01,10,653,660,range
110.25,400,Flat,Wellington,2011-02-28,Mt Cook,Wellington,3,483,2010-09-01,17,413,430,range
35.51,310,Flat,Wellington,2011-02-28,Mt Cook,Wellington,2,352,2010-09-01,17,341,340,range
80.46,230,Flat,Wellington,2011-02-28,Mt Cook,Wellington,1,300,2010-09-01,29,275,280,range
104.46,675,House,Wellington,2011-02-28,Mt Cook,Wellington,5+,840,2010-09-01,9,748,750,range
161.12,555,House,Wellington,2011-02-28,Mt Cook,Wellington,4,761,2010-09-01,9,645,640,range
66.16,487,House,Wellington,2011-02-28,Mt Cook,Wellington,3,577,2010-09-01,28,537,545,range
79.67,367,House,Wellington,2011-02-28,Mt Cook,Wellington,2,471,2010-09-01,19,426,450,range
65.4,160,Room,Wellington,2011-02-28,Mt Cook,Wellington,1,165,2010-09-01,164,167,160,range
182.11,475,Apartment,Wellington,2011-02-28,Hataitai,Wellington,3,800,2010-09-01,10,616,650,range
86.47,325,Apartment,Wellington,2011-02-28,Hataitai,Wellington,2,360,2010-09-01,8,366,332,range
49.8,440,Flat,Wellington,2011-02-28,Hataitai,Wellington,4,512,2010-09-01,5,474,440,range
70.49,397,Flat,Wellington,2011-02-28,Hataitai,Wellington,3,467,2010-09-01,24,423,445,range
48.23,300,Flat,Wellington,2011-02-28,Hataitai,Wellington,2,355,2010-09-01,63,322,320,range
62.52,225,Flat,Wellington,2011-02-28,Hataitai,Wellington,1,290,2010-09-01,46,261,260,range
223.62,537,House,Wellington,2011-02-28,Hataitai,Wellington,5+,655,2010-09-01,8,576,570,range
124.27,520,House,Wellington,2011-02-28,Hataitai,Wellington,4,645,2010-09-01,28,595,580,range
94.04,467,House,Wellington,2011-02-28,Hataitai,Wellington,3,597,2010-09-01,44,520,515,range
70.59,350,House,Wellington,2011-02-28,Hataitai,Wellington,2,440,2010-09-01,18,391,377,range
57.03,127,Room,Wellington,2011-02-28,Hataitai,Wellington,1,188,2010-09-01,13,163,140,range
33.42,335,Flat,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,3,400,2010-09-01,6,363,355,range
41.13,270,Flat,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,2,300,2010-09-01,22,281,280,range
53.4,200,Flat,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,1,250,2010-09-01,10,227,220,range
84.81,450,House,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,4,595,2010-09-01,8,523,552,range
62.3,399,House,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,3,452,2010-09-01,37,433,430,range
56.74,345,House,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,2,427,2010-09-01,13,387,400,range
154.29,153,Room,Wellington,2011-02-28,Kingston/Happy Valley,Wellington,1,249,2010-09-01,9,229,178,range
26.32,230,Flat,Upper Hutt,2011-02-28,Totara Park/Maoribank/Te Marua,Wellington,2,258,2010-09-01,23,247,250,range
44.3,393,House,Upper Hutt,2011-02-28,Totara Park/Maoribank/Te Marua,Wellington,4,450,2010-09-01,13,420,420,range
51.53,302,House,Upper Hutt,2011-02-28,Totara Park/Maoribank/Te Marua,Wellington,3,360,2010-09-01,55,330,330,range
22.68,250,House,Upper Hutt,2011-02-28,Totara Park/Maoribank/Te Marua,Wellington,2,295,2010-09-01,6,269,267,range
9.17,120,Room,Upper Hutt,2011-02-28,Totara Park/Maoribank/Te Marua,Wellington,1,140,2010-09-01,6,130,132,range
154.03,350,Apartment,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,3,550,2010-09-01,10,421,452,range
75.65,332,Apartment,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,2,447,2010-09-01,19,405,420,range
43.3,250,Apartment,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,1,287,2010-09-01,16,268,250,range
70.17,530,Flat,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,4,620,2010-09-01,18,593,600,range
141.02,397,Flat,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,3,507,2010-09-01,17,464,480,range
76.64,300,Flat,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,2,378,2010-09-01,51,344,350,range
53.03,218,Flat,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,1,295,2010-09-01,61,254,250,range
127.48,710,House,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,5+,870,2010-09-01,12,781,750,range
162.89,580,House,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,4,687,2010-09-01,31,616,600,range
88.57,502,House,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,3,597,2010-09-01,31,565,550,range
56.69,365,House,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,2,435,2010-09-01,14,389,397,range
56.78,260,House,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,1,355,2010-09-01,6,320,325,range
20.23,140,Room,Wellington,2011-02-28,Kelburn/Aro Valley,Wellington,1,150,2010-09-01,11,144,140,range
20.72,121,Flat,Tararua,2011-02-28,Entire District,Wellington,2,150,2010-09-01,19,138,150,range
18.71,115,Flat,Tararua,2011-02-28,Entire District,Wellington,1,138,2010-09-01,5,125,120,range
21.98,170,House,Tararua,2011-02-28,Entire District,Wellington,4,197,2010-09-01,16,185,180,range
27.55,165,House,Tararua,2011-02-28,Entire District,Wellington,3,190,2010-09-01,107,177,180,range
28.56,150,House,Tararua,2011-02-28,Entire District,Wellington,2,173,2010-09-01,31,165,160,range
15.3,135,House,Tararua,2011-02-28,Entire District,Wellington,1,140,2010-09-01,6,140,137,range
32.76,270,Flat,Wellington,2011-02-28,Karori South/Makara,Wellington,2,300,2010-09-01,10,283,292,range
142.78,600,House,Wellington,2011-02-28,Karori South/Makara,Wellington,5+,650,2010-09-01,6,613,635,range
72.82,447,House,Wellington,2011-02-28,Karori South/Makara,Wellington,4,550,2010-09-01,13,497,500,range
72.79,370,House,Wellington,2011-02-28,Karori South/Makara,Wellington,3,470,2010-09-01,43,412,420,range
53.76,320,House,Wellington,2011-02-28,Karori South/Makara,Wellington,2,390,2010-09-01,14,356,355,range
68.1,220,Flat,Porirua,2011-02-28,Titahi Bay/Onepoto/Elsdon,Wellington,2,285,2010-09-01,12,236,255,range
27.41,165,Flat,Porirua,2011-02-28,Titahi Bay/Onepoto/Elsdon,Wellington,1,200,2010-09-01,10,182,175,range
198.1,350,House,Porirua,2011-02-28,Titahi Bay/Onepoto/Elsdon,Wellington,4,390,2010-09-01,6,434,377,range
47.41,305,House,Porirua,2011-02-28,Titahi Bay/Onepoto/Elsdon,Wellington,3,365,2010-09-01,68,339,335,range
41.67,270,House,Porirua,2011-02-28,Titahi Bay/Onepoto/Elsdon,Wellington,2,300,2010-09-01,26,291,282,range
26.24,220,Flat,Porirua,2011-02-28,Porirua East/Waitangirua,Wellington,3,250,2010-09-01,23,233,240,range
28.5,207,Flat,Porirua,2011-02-28,Porirua East/Waitangirua,Wellington,2,230,2010-09-01,9,218,210,range
38.46,268,House,Porirua,2011-02-28,Porirua East/Waitangirua,Wellington,4,342,2010-09-01,11,299,280,range
53.11,230,House,Porirua,2011-02-28,Porirua East/Waitangirua,Wellington,3,310,2010-09-01,55,279,290,range
32.68,220,House,Porirua,2011-02-28,Porirua East/Waitangirua,Wellington,2,270,2010-09-01,14,248,250,range
29.24,413,Apartment,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,3,450,2010-09-01,5,429,440,range
27.5,340,Apartment,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,2,367,2010-09-01,20,347,350,range
29.06,335,Flat,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,3,370,2010-09-01,12,355,350,range
31.49,260,Flat,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,2,300,2010-09-01,67,279,280,range
27.18,202,Flat,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,1,240,2010-09-01,31,223,230,range
107.94,440,House,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,5+,585,2010-09-01,10,535,530,range
83.81,400,House,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,4,530,2010-09-01,60,469,450,range
62.24,370,House,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,3,420,2010-09-01,239,398,390,range
40.86,310,House,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,2,360,2010-09-01,59,336,340,range
65.43,122,House,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,1,225,2010-09-01,7,171,140,range
67.73,130,Room,Wellington,2011-02-28,Johnsonville/Newlands,Wellington,1,165,2010-09-01,13,160,140,range
26.11,145,Flat,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,2,187,2010-09-01,8,165,165,range
54.53,100,Flat,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,1,130,2010-09-01,10,137,130,range
76.71,240,House,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,4,330,2010-09-01,25,288,275,range
55.93,220,House,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,3,265,2010-09-01,90,253,250,range
34.72,176,House,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,2,220,2010-09-01,43,197,200,range
80.57,165,Flat,Masterton,2011-02-28,Entire District,Wellington,2,190,2010-09-01,39,190,170,range
27.68,130,Flat,Masterton,2011-02-28,Entire District,Wellington,1,155,2010-09-01,14,138,147,range
30.11,310,House,Masterton,2011-02-28,Entire District,Wellington,5+,342,2010-09-01,8,323,335,range
42.62,250,House,Masterton,2011-02-28,Entire District,Wellington,4,300,2010-09-01,44,273,260,range
35.83,220,House,Masterton,2011-02-28,Entire District,Wellington,3,260,2010-09-01,194,238,235,range
28.99,190,House,Masterton,2011-02-28,Entire District,Wellington,2,220,2010-09-01,57,208,200,range
175.75,557,House,Porirua,2011-02-28,Papakowhai/Whitby/Pauatahanui,Wellington,5+,607,2010-09-01,9,637,590,range
57.93,475,House,Porirua,2011-02-28,Papakowhai/Whitby/Pauatahanui,Wellington,4,530,2010-09-01,50,493,500,range
56.43,350,House,Porirua,2011-02-28,Papakowhai/Whitby/Pauatahanui,Wellington,3,402,2010-09-01,68,381,370,range
18.1,215,Flat,Lower Hutt,2011-02-28,Wainuiomata,Wellington,2,240,2010-09-01,28,226,230,range
34.2,335,House,Lower Hutt,2011-02-28,Wainuiomata,Wellington,4,375,2010-09-01,8,353,345,range
32.06,280,House,Lower Hutt,2011-02-28,Wainuiomata,Wellington,3,311,2010-09-01,113,299,300,range
19.02,250,House,Lower Hutt,2011-02-28,Wainuiomata,Wellington,2,275,2010-09-01,13,256,260,range
27.76,200,Flat,Upper Hutt,2011-02-28,Trentham North/Wallaceville,Wellington,2,250,2010-09-01,50,223,220,range
39.82,130,Flat,Upper Hutt,2011-02-28,Trentham North/Wallaceville,Wellington,1,187,2010-09-01,11,153,130,range
80.66,355,House,Upper Hutt,2011-02-28,Trentham North/Wallaceville,Wellington,4,495,2010-09-01,6,423,392,range
29.68,320,House,Upper Hutt,2011-02-28,Trentham North/Wallaceville,Wellington,3,371,2010-09-01,21,344,350,range
46.09,240,House,Upper Hutt,2011-02-28,Trentham North/Wallaceville,Wellington,2,275,2010-09-01,6,250,245,range
46.51,225,Flat,Lower Hutt,2011-02-28,Taita/Naenae,Wellington,2,275,2010-09-01,16,251,252,range
41.91,120,Flat,Lower Hutt,2011-02-28,Taita/Naenae,Wellington,1,178,2010-09-01,19,153,130,range
96.85,335,House,Lower Hutt,2011-02-28,Taita/Naenae,Wellington,4,375,2010-09-01,11,325,370,range
31.22,300,House,Lower Hutt,2011-02-28,Taita/Naenae,Wellington,3,340,2010-09-01,58,322,320,range
21.4,270,House,Lower Hutt,2011-02-28,Taita/Naenae,Wellington,2,290,2010-09-01,34,276,280,range
20.62,142,Room,Lower Hutt,2011-02-28,Taita/Naenae,Wellington,1,157,2010-09-01,8,143,147,range
25.98,230,Flat,Lower Hutt,2011-02-28,Stokes Valley,Wellington,2,255,2010-09-01,12,247,250,range
11.23,145,Flat,Lower Hutt,2011-02-28,Stokes Valley,Wellington,1,160,2010-09-01,8,152,147,range
43.56,284,House,Lower Hutt,2011-02-28,Stokes Valley,Wellington,4,362,2010-09-01,5,323,330,range
52.4,280,House,Lower Hutt,2011-02-28,Stokes Valley,Wellington,3,337,2010-09-01,39,316,310,range
22.14,240,House,Lower Hutt,2011-02-28,Stokes Valley,Wellington,2,270,2010-09-01,10,257,260,range
29.92,200,Flat,Upper Hutt,2011-02-28,Heretaunga/Silverstream,Wellington,2,250,2010-09-01,26,228,220,range
191.51,398,House,Upper Hutt,2011-02-28,Heretaunga/Silverstream,Wellington,4,497,2010-09-01,17,493,440,range
53.67,350,House,Upper Hutt,2011-02-28,Heretaunga/Silverstream,Wellington,3,430,2010-09-01,45,391,395,range
51.41,277,House,Upper Hutt,2011-02-28,Heretaunga/Silverstream,Wellington,2,367,2010-09-01,5,314,280,range
35.91,235,Flat,Lower Hutt,2011-02-28,Petone West/Alicetown,Wellington,2,290,2010-09-01,30,255,260,range
43.62,185,Flat,Lower Hutt,2011-02-28,Petone West/Alicetown,Wellington,1,210,2010-09-01,26,207,210,range
51.68,422,House,Lower Hutt,2011-02-28,Petone West/Alicetown,Wellington,4,490,2010-09-01,15,468,460,range
72.57,385,House,Lower Hutt,2011-02-28,Petone West/Alicetown,Wellington,3,420,2010-09-01,9,396,399,range
34.95,148,Room,Lower Hutt,2011-02-28,Petone West/Alicetown,Wellington,1,180,2010-09-01,7,170,167,range
37.31,290,Flat,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,3,350,2010-09-01,6,319,302,range
33.11,242,Flat,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,2,280,2010-09-01,12,261,265,range
31.45,180,Flat,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,1,242,2010-09-01,8,209,200,range
67.08,487,House,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,5+,600,2010-09-01,5,545,575,range
77.49,410,House,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,4,522,2010-09-01,20,465,450,range
58.41,350,House,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,3,422,2010-09-01,35,391,370,range
33.87,260,House,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,2,300,2010-09-01,24,288,290,range
60.54,256,House,Porirua,2011-02-28,Paramata/Mana/Pukerua Bay,Wellington,1,355,2010-09-01,6,308,295,range
35.97,230,Flat,Lower Hutt,2011-02-28,Moera/Waiwhetu,Wellington,2,280,2010-09-01,25,254,260,range
17.93,180,Flat,Lower Hutt,2011-02-28,Moera/Waiwhetu,Wellington,1,195,2010-09-01,21,192,190,range
71.75,420,House,Lower Hutt,2011-02-28,Moera/Waiwhetu,Wellington,4,510,2010-09-01,7,448,450,range
47.49,346,House,Lower Hutt,2011-02-28,Moera/Waiwhetu,Wellington,3,405,2010-09-01,19,378,370,range
22.81,300,House,Lower Hutt,2011-02-28,Moera/Waiwhetu,Wellington,2,327,2010-09-01,15,313,310,range
34.8,241,Flat,Lower Hutt,2011-02-28,Western Hills/Haywards,Wellington,2,283,2010-09-01,27,268,275,range
34.79,170,Flat,Lower Hutt,2011-02-28,Western Hills/Haywards,Wellington,1,225,2010-09-01,6,200,200,range
245.13,425,House,Lower Hutt,2011-02-28,Western Hills/Haywards,Wellington,4,580,2010-09-01,20,557,465,range
46.35,350,House,Lower Hutt,2011-02-28,Western Hills/Haywards,Wellington,3,400,2010-09-01,73,371,370,range
47.13,267,House,Lower Hutt,2011-02-28,Western Hills/Haywards,Wellington,2,325,2010-09-01,17,299,290,range
25.25,120,Room,Lower Hutt,2011-02-28,Western Hills/Haywards,Wellington,1,140,2010-09-01,6,127,137,range
50.93,270,Flat,Lower Hutt,2011-02-28,Eastern Bays,Wellington,2,336,2010-09-01,11,305,300,range
163.57,562,House,Lower Hutt,2011-02-28,Eastern Bays,Wellington,4,758,2010-09-01,7,681,630,range
97.68,425,House,Lower Hutt,2011-02-28,Eastern Bays,Wellington,3,550,2010-09-01,18,459,445,range
83.48,295,House,Lower Hutt,2011-02-28,Eastern Bays,Wellington,2,387,2010-09-01,17,336,350,range
55.84,255,Apartment,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,2,365,2010-09-01,10,312,295,range
38.73,240,Flat,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,2,275,2010-09-01,34,258,247,range
27.83,175,Flat,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,1,207,2010-09-01,20,194,195,range
91.27,437,House,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,5+,535,2010-09-01,5,489,458,range
78.13,380,House,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,4,470,2010-09-01,58,423,427,range
54.59,310,House,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,3,365,2010-09-01,197,343,330,range
39.48,250,House,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,2,295,2010-09-01,94,278,280,range
95.76,200,House,Kapiti Coast,2011-02-28,Paraparaumu/Raumati,Wellington,1,280,2010-09-01,9,262,240,range
26.11,145,Flat,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,2,187,2010-09-01,8,165,165,range
54.53,100,Flat,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,1,130,2010-09-01,10,137,130,range
76.71,240,House,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,4,330,2010-09-01,25,288,275,range
55.93,220,House,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,3,265,2010-09-01,90,253,250,range
34.72,176,House,Carterton/South Wairarapa,2011-02-28,Both Districts,Wellington,2,220,2010-09-01,43,197,200,range
50.89,172,Flat,Waipa,2011-02-28,Rural Waipa,Waikato,2,221,2010-09-01,7,203,200,range
27.75,145,Flat,Waipa,2011-02-28,Rural Waipa,Waikato,1,200,2010-09-01,6,170,170,range
92.32,427,House,Waipa,2011-02-28,Rural Waipa,Waikato,5+,500,2010-09-01,7,477,470,range
84.02,339,House,Waipa,2011-02-28,Rural Waipa,Waikato,4,446,2010-09-01,57,401,420,range
76.91,250,House,Waipa,2011-02-28,Rural Waipa,Waikato,3,320,2010-09-01,81,285,280,range
51.55,208,House,Waipa,2011-02-28,Rural Waipa,Waikato,2,250,2010-09-01,21,240,230,range
25.46,212,Flat,Waipa,2011-02-28,Cambridge/Leamington,Waikato,2,240,2010-09-01,20,225,222,range
21.08,150,Flat,Waipa,2011-02-28,Cambridge/Leamington,Waikato,1,190,2010-09-01,6,175,182,range
89.77,340,House,Waipa,2011-02-28,Cambridge/Leamington,Waikato,4,420,2010-09-01,22,396,365,range
41.46,281,House,Waipa,2011-02-28,Cambridge/Leamington,Waikato,3,333,2010-09-01,151,313,310,range
29.87,228,House,Waipa,2011-02-28,Cambridge/Leamington,Waikato,2,280,2010-09-01,33,255,250,range
52.27,335,Apartment,Wellington,2011-02-28,Brooklyn,Wellington,2,420,2010-09-01,14,369,360,range
129.33,317,Flat,Wellington,2011-02-28,Brooklyn,Wellington,2,391,2010-09-01,17,379,340,range
43.13,220,Flat,Wellington,2011-02-28,Brooklyn,Wellington,1,280,2010-09-01,26,252,250,range
119.41,505,House,Wellington,2011-02-28,Brooklyn,Wellington,4,642,2010-09-01,16,590,570,range
110.77,452,House,Wellington,2011-02-28,Brooklyn,Wellington,3,500,2010-09-01,31,496,480,range
